lick_id,label,bout_tag,harvest_tag,velocity_max,deceleration_min,decel_strength,electrode,spike_time,spike_type
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.06000000000040018,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.04100000000016735,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.015000000000327418,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.007000000000516593,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.09400000000005093,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.06700000000000728,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.05200000000058935,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.04700000000048021,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.03999999999996362,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.02900000000045111,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.021000000000640284,SS
28,0,0.0,0.0,333.9954195390999,-510.34897064109106,4174.942744242546,0,-0.0860000000002401,CS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.09200000000055297,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.08500000000003638,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.07300000000032014,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.068000000000211,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.056000000000494765,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.0500000000001819,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.02999999999974534,SS
29,0,0.0,0.0,268.08948136614873,-513.6999016206461,1410.9972703443689,0,-0.011000000000422006,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.09600000000045839,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.09000000000014552,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.08299999999962893,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.06999999999970896,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.06199999999989814,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.04100000000016735,SS
30,0,0.0,0.0,305.0283749626563,-462.45746778818256,2420.8601187473264,0,-0.018000000000029104,CS
31,0,0.0,0.0,206.4882853605206,-436.4743866385337,1037.6295746779936,0,-0.07799999999951979,SS
31,0,0.0,0.0,206.4882853605206,-436.4743866385337,1037.6295746779936,0,-0.012999999999919964,SS
31,0,0.0,0.0,206.4882853605206,-436.4743866385337,1037.6295746779936,0,-0.0009999999992942321,SS
31,0,0.0,0.0,206.4882853605206,-436.4743866385337,1037.6295746779936,0,-0.06499999999959982,CS
32,0,0.0,0.0,292.9200409333316,-391.53048384582564,2092.2860066617613,0,-0.0999999999994543,SS
32,0,0.0,0.0,292.9200409333316,-391.53048384582564,2092.2860066617613,0,-0.08599999999933061,SS
32,0,0.0,0.0,292.9200409333316,-391.53048384582564,2092.2860066617613,0,-0.06899999999950523,SS
32,0,0.0,0.0,292.9200409333316,-391.53048384582564,2092.2860066617613,0,-0.05199999999967986,SS
32,0,0.0,0.0,292.9200409333316,-391.53048384582564,2092.2860066617613,0,-0.03299999999944703,SS
32,0,0.0,0.0,292.9200409333316,-391.53048384582564,2092.2860066617613,0,-0.007999999999810825,SS
33,0,0.0,0.0,303.24561685359595,-446.1836808050888,1508.6846609630002,0,-0.005000000000109139,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.09699999999975262,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.09100000000034925,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.0860000000002401,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.07200000000011642,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.06700000000000728,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.03999999999996362,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.02999999999974534,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.02099999999973079,SS
34,0,0.0,0.0,364.9463378055776,-454.93822674925923,3317.6939800331497,0,-0.006000000000312866,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.0930000000007567,SS
36,0,0.0,0.0,302.05241549728055,-279.5287559407373,1766.3883947274778,0,-0.0860000000002401,SS
